src,trg
"Can coronavirus symptoms be mild for some people versus severe? For example, could information technology merely involve being really tire, low grade fever for a few daytime and not the extreme symptoms? Or is information technology always a full blown cold and battle to breathe?","Brief opinion: Symptoms vary.   Some may have no symptoms at all. Some can be life threatening.   Would you like to video or text chat with me?        
"
"Good day, Iodin am 29 weeks meaning and my profession is teaching, I also have a 2 year old boy. My thorax and throat is sore, I have a constant concern and feel dizzy at time. Is it necessary to get myself tested for the coronavirus?","Brief opinion: Can give Dr. a call.   Throat pain can be from a strep throat infection (antibiotics needed), a cold or influenza (antibiotics usually not used), or from other causes such as allergies, irritants, or COVID-19.   Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 tends to have cough, whereas strep usually lacks cough but has more throat pain  Would you like to video or text chat with me? 
"
What tips should I give my congener to prevent the feast of novel coronavirus (SARS - CoV - ii )?,"During the COVID-19 pandemic, the public should be careful to: Wash your hands often, avoid close contact with people outside of your home, and cover your nose and mouth with a mask when around others. Also minimize contact with those who are sick.
"
Ar there any other tips to outride safe?,"Sure. Make sure to avoid touching your eyes, nose and mouth. Stay home when you are sick, cover your cough or sneeze with a tissue, then throw the tissue in the trash. If you suspect you may have COVID-19, call ahead before visiting your doctor.
"
Thank you.,"No problem!
"
What is a novel coronavirus?,"A novel coronavirus is a new coronavirus that has not been previously identified. The virus causing coronavirus disease 2019 (COVID-19), is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold.
"
"assuredness, thanks!","No problem, stay safe and let us know if you come across anything else.
"
Wherefore is the disease being call covid - 19?,"On February 11, 2020 the World Health Organization announced an official name for the disease that is causing the 2019 novel coronavirus outbreak, first identified in Wuhan China. The new name of this disease is coronavirus disease 2019, abbreviated as COVID-19. In COVID-19, ‘CO’ stands for ‘corona,’ ‘VI’ for ‘virus,’ and ‘D’ for disease. Formerly, this disease was referred to as “2019 novel coronavirus” or “2019-nCoV”. There are many types of human coronaviruses including some that commonly cause mild upper-respiratory tract illnesses. COVID-19 is a new disease, caused by a novel (or new) coronavirus that has not previously been seen in humans.
"
Thx!,"No problem.
"
How coiffe the virus spread on the button?,"The virus that causes COVID-19 is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs, sneezes, or talks. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Spread is more likely when people are in close contact with one another (within about 6 feet). COVID-19 seems to be spreading easily and sustainably in the community (“community spread”) in many affected geographic areas. Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.
"
Thank you so much doctor.,"No problem, stay safe and let us know if you come across anything else. 
"
Bequeath warm atmospheric condition stop the outbreak of covid - 19?,"It is not yet known whether weather and temperature affect the spread of COVID-19. Some other viruses, like those that cause the common cold and flu, spread more during cold weather months but that does not mean it is impossible to become sick with these viruses during other months.  There is much more to learn about the transmissibility, severity, and other features associated with COVID-19 and investigations are ongoing.
"
Can mosquitos beaver state ticks spread the computer virus that causes covid - 19?,"At this time, there are no solid data to support that this new coronavirus or other similar coronaviruses are spread by mosquitoes or ticks. The main way that COVID-19 spreads is from person to person.
"
Thank you so much doc!,"No problem, let us know if you come across anything else. 
"
Is information technology safe to get care for my other aesculapian conditions during this time?,"Yes, it is important to continue taking care of your health and wellness. Continue your medications, and do not change your treatment plan without talking to your healthcare provider. Continue to manage your disease the way your healthcare provider has told you.
"
Thanks a lot doctor.,"No problem, let us know if you come across anything else. 
"
Should I expend soap and water or paw sanitizer to protect against COVID - 19?,"Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol.
"
